split,subsplit,beat_idx,source,spike_idx,qrs_gt_ms,window_pre,overlaps_any,n_beats_in_window,first_overlap_pos,err_ms
annotated,train,132,p19_2,236272,208.63999938964844,150,False,0,,
annotated,train,133,p19_2,242839,222.10000610351562,150,True,1,259.0,
annotated,train,134,p19_2,249731,215.3699951171875,150,False,0,,
annotated,train,135,p19_2,256391,235.57000732421875,150,False,0,,
annotated,train,136,p19_2,262905,222.10000610351562,150,True,1,19.0,
annotated,train,137,p19_2,273272,208.63999938964844,150,False,0,,
annotated,train,138,p19_2,279915,215.3699951171875,150,True,1,4.0,
annotated,train,139,p19_2,286556,215.3699951171875,150,True,1,23.0,
annotated,train,140,p19_2,301311,228.83999633789062,150,False,0,,
annotated,train,141,p19_2,308567,262.489990234375,150,True,1,8.0,
annotated,train,142,p19_2,318403,235.57000732421875,150,False,0,,
annotated,train,143,p19_2,362997,208.63999938964844,150,False,0,,
annotated,train,144,p19_2,370340,195.17999267578125,150,False,0,,
annotated,train,145,p19_2,385519,208.63999938964844,150,False,0,,
annotated,train,146,p19_2,392626,222.10000610351562,150,False,0,,
annotated,train,147,p19_2,417273,215.3699951171875,150,False,0,,
annotated,train,148,p19_2,424386,215.3699951171875,150,False,0,,
annotated,train,149,p19_2,431113,215.3699951171875,150,True,1,259.0,
annotated,train,150,p19_2,437764,215.3699951171875,150,False,0,,
annotated,train,151,p19_2,445273,195.17999267578125,150,True,2,262.0,
annotated,train,152,p19_2,459358,208.63999938964844,150,True,1,21.0,
annotated,train,153,p19_2,472736,195.17999267578125,150,True,1,33.0,
annotated,train,154,p19_2,479464,201.91000366210938,150,True,1,37.0,
annotated,train,155,p19_2,486283,208.63999938964844,150,True,1,31.0,
annotated,train,156,p19_2,493568,208.63999938964844,150,True,2,45.0,
annotated,train,157,p19_2,501230,222.10000610351562,150,True,1,53.0,
annotated,train,158,p19_2,515571,208.63999938964844,150,True,1,75.0,
annotated,train,159,p19_2,522872,228.83999633789062,150,True,2,229.0,
annotated,train,160,p19_2,529707,114.41999816894531,150,True,1,21.0,
annotated,train,161,p19_2,537696,235.57000732421875,150,False,0,,
annotated,train,162,p19_2,588227,228.83999633789062,150,False,0,,
annotated,train,163,p19_2,592633,228.83999633789062,150,True,1,31.0,
annotated,train,164,p19_2,603907,222.10000610351562,150,False,0,,
annotated,train,165,p19_2,608499,201.91000366210938,150,False,0,,
annotated,train,166,p19_2,613450,201.91000366210938,150,False,0,,
annotated,train,167,p19_2,619012,195.17999267578125,150,True,1,251.0,
annotated,train,168,p19_2,623691,215.3699951171875,150,False,0,,
annotated,train,169,p19_2,628929,222.10000610351562,150,False,0,,
annotated,train,170,p19_2,633702,208.63999938964844,150,False,0,,
annotated,train,171,p19_2,638397,222.10000610351562,150,True,1,262.0,
annotated,train,172,p19_2,643172,222.10000610351562,150,False,0,,
annotated,train,173,p19_2,647940,201.91000366210938,150,False,0,,
annotated,train,174,p19_2,652718,228.83999633789062,150,False,0,,
annotated,train,175,p19_2,658049,208.63999938964844,150,False,0,,
annotated,train,176,p19_2,662643,208.63999938964844,150,True,1,4.0,
annotated,train,177,p19_2,667296,242.3000030517578,150,False,0,,
annotated,train,178,p19_2,677493,242.3000030517578,150,True,1,43.0,
annotated,train,179,p19_2,699400,228.83999633789062,150,False,0,,
annotated,train,180,p19_2,707394,208.63999938964844,150,False,0,,
annotated,train,181,p19_2,712380,208.63999938964844,150,False,0,,
annotated,train,182,p19_2,717387,208.63999938964844,150,False,0,,
annotated,train,183,p19_2,722474,195.17999267578125,150,False,0,,
annotated,train,184,p19_2,727787,201.91000366210938,150,True,1,10.0,
annotated,train,185,p19_2,732955,201.91000366210938,150,False,0,,
annotated,train,186,p19_2,738584,215.3699951171875,150,False,0,,
annotated,train,187,p19_2,744054,215.3699951171875,150,False,0,,
annotated,train,188,p19_2,749453,195.17999267578125,150,True,1,24.0,
annotated,train,189,p19_2,755166,201.91000366210938,150,True,1,3.0,
annotated,train,190,p19_2,760401,195.17999267578125,150,True,1,11.0,
annotated,train,191,p19_2,765638,195.17999267578125,150,True,1,26.0,
annotated,train,192,p19_2,771036,188.4499969482422,150,True,1,28.0,
annotated,train,193,p19_2,776117,188.4499969482422,150,True,1,41.0,
annotated,train,194,p19_2,781160,188.4499969482422,150,True,1,54.0,
annotated,train,195,p19_2,786169,208.63999938964844,150,True,1,60.0,
annotated,train,196,p19_2,796450,215.3699951171875,150,False,0,,
annotated,train,197,p19_2,807052,208.63999938964844,150,True,1,6.0,
annotated,train,198,p19_2,812681,222.10000610351562,150,True,1,258.0,
annotated,train,199,p19_2,818072,215.3699951171875,150,True,1,252.0,
annotated,train,200,p19_2,823414,215.3699951171875,150,False,0,,
annotated,train,201,p19_2,828790,208.63999938964844,150,True,1,14.0,
annotated,train,202,p19_2,834342,235.57000732421875,150,True,1,11.0,
annotated,train,203,p19_2,839591,222.10000610351562,150,True,1,255.0,
annotated,train,204,p19_2,844761,195.17999267578125,150,False,0,,
annotated,train,205,p19_2,849943,201.91000366210938,150,False,0,,
annotated,train,206,p19_2,855179,208.63999938964844,150,True,1,15.0,
annotated,train,207,p19_2,860651,215.3699951171875,150,False,0,,
annotated,train,208,p19_2,865737,188.4499969482422,150,False,0,,
annotated,train,209,p19_2,870819,195.17999267578125,150,True,1,44.0,
annotated,train,210,p19_2,875745,201.91000366210938,150,True,1,17.0,
annotated,train,211,p19_2,880593,195.17999267578125,150,True,1,21.0,
annotated,train,212,p19_2,885522,201.91000366210938,150,True,2,28.0,
annotated,train,213,p19_2,891464,201.91000366210938,150,True,1,32.0,
annotated,train,214,p19_2,897821,188.4499969482422,150,True,2,33.0,
annotated,train,215,p19_2,908041,195.17999267578125,150,True,2,48.0,
annotated,train,216,p19_2,916052,215.3699951171875,150,True,1,27.0,
annotated,train,217,p2_1,26652,181.72000122070312,150,False,0,,
annotated,train,218,p2_1,39801,199.02999877929688,150,False,0,,
annotated,train,219,p2_1,52742,173.07000732421875,150,False,0,,
annotated,train,220,p2_1,70331,207.67999267578125,150,False,0,,
annotated,train,221,p2_1,79139,190.3800048828125,150,False,0,,
annotated,train,222,p2_1,86043,190.3800048828125,150,False,0,,
annotated,train,223,p2_1,93936,190.3800048828125,150,False,0,,
annotated,train,224,p2_1,102380,199.02999877929688,150,False,0,,
annotated,train,225,p2_1,111173,173.07000732421875,150,False,0,,
annotated,train,226,p2_1,111679,216.33999633789062,150,False,0,,
annotated,train,227,p2_1,118460,190.3800048828125,150,False,0,,
annotated,train,228,p2_1,125480,181.72000122070312,150,False,0,,
annotated,train,229,p2_1,134490,190.3800048828125,150,False,0,,
annotated,train,230,p2_1,134991,141.39999389648438,150,False,0,,
annotated,train,231,p2_1,141051,174.99000549316406,150,False,0,,
annotated,train,232,p2_1,147760,188.52999877929688,150,False,0,,
annotated,train,233,p2_1,154395,188.4499969482422,150,False,0,,
annotated,train,234,p2_1,161019,181.72000122070312,150,False,0,,
annotated,train,235,p2_1,167900,215.3699951171875,150,False,0,,
annotated,train,236,p2_1,168463,168.25999450683594,150,False,0,,
annotated,train,237,p2_1,174892,208.63999938964844,150,False,0,,
annotated,train,238,p2_1,201822,168.25999450683594,150,False,0,,
annotated,train,239,p2_1,212365,174.99000549316406,150,False,0,,
annotated,train,240,p2_1,233370,181.72000122070312,150,False,0,,
annotated,train,241,p2_1,240554,174.99000549316406,150,False,0,,
annotated,train,242,p2_1,247281,188.4499969482422,150,False,0,,
annotated,train,243,p2_1,254524,188.4499969482422,150,False,0,,
annotated,train,244,p2_1,261170,188.4499969482422,150,False,0,,
annotated,train,245,p2_1,267659,181.72000122070312,150,False,0,,
annotated,train,246,p2_1,274150,188.4499969482422,150,False,0,,
annotated,train,247,p2_1,280800,190.3800048828125,150,True,2,5.0,
annotated,train,248,p2_1,288076,208.63999938964844,150,True,1,15.0,
annotated,train,249,p2_1,295115,207.67999267578125,150,True,2,18.0,
annotated,train,250,p2_1,309352,228.83999633789062,150,False,0,,
annotated,train,251,p2_1,349190,181.72000122070312,150,False,0,,
annotated,train,252,p2_1,359281,174.99000549316406,150,False,0,,
annotated,train,253,p2_1,378201,174.99000549316406,150,False,0,,
annotated,train,254,p2_1,403275,127.87999725341797,150,False,0,,
annotated,train,255,p2_1,418028,168.25999450683594,150,False,0,,
annotated,train,256,p2_1,425139,168.25999450683594,150,False,0,,
annotated,train,257,p2_1,432494,174.99000549316406,150,False,0,,
annotated,train,258,p2_1,445862,201.91000366210938,150,False,0,,
annotated,train,259,p2_1,454381,168.25999450683594,150,False,0,,
annotated,train,260,p2_1,461732,174.99000549316406,150,False,0,,
annotated,train,261,p2_1,468769,181.72000122070312,150,False,0,,
annotated,train,262,p2_1,475598,207.67999267578125,150,True,1,539.0,
annotated,train,263,p2_1,482920,195.17999267578125,150,False,0,,
annotated,train,264,p2_1,490350,195.17999267578125,150,False,0,,
annotated,train,265,p2_1,498062,228.83999633789062,150,False,0,,
annotated,train,266,p2_1,505251,228.83999633789062,150,False,0,,
annotated,train,267,p2_2,14140,192.3000030517578,150,False,0,,
annotated,train,268,p2_2,53262,207.67999267578125,150,False,0,,
annotated,train,269,p2_2,84124,176.91000366210938,150,False,0,,
annotated,train,270,p2_2,92330,192.3000030517578,150,False,0,,
annotated,train,271,p2_2,99523,192.3000030517578,150,False,0,,
annotated,train,272,p2_2,106009,169.22000122070312,150,False,0,,
annotated,train,273,p2_2,123857,199.99000549316406,150,False,0,,
annotated,train,274,p2_2,130882,192.3000030517578,150,False,0,,
annotated,train,275,p2_2,137453,184.61000061035156,150,False,0,,
annotated,train,276,p2_2,153569,169.22000122070312,150,False,0,,
annotated,train,277,p2_2,177355,215.3699951171875,150,False,0,,
annotated,train,278,p2_2,184708,207.67999267578125,150,False,0,,
annotated,train,279,p2_2,191510,199.99000549316406,150,True,1,488.0,
annotated,train,280,p2_2,208482,199.99000549316406,150,False,0,,
annotated,train,281,p2_2,250157,199.99000549316406,150,False,0,,
annotated,train,282,p2_2,267252,107.69000244140625,150,False,0,,
annotated,train,283,p2_2,274152,146.14999389648438,150,False,0,,
annotated,train,284,p2_2,281208,176.91000366210938,150,False,0,,
annotated,train,285,p2_2,288326,184.61000061035156,150,False,0,,
annotated,train,286,p2_2,304367,184.61000061035156,150,False,0,,
annotated,train,287,p2_2,311626,130.75999450683594,150,False,0,,
annotated,train,288,p2_2,353546,169.22000122070312,150,False,0,,
annotated,train,289,p2_2,361288,169.22000122070312,150,False,0,,
annotated,train,290,p2_2,369829,169.22000122070312,150,False,0,,
annotated,train,291,p2_2,376533,161.52999877929688,150,False,0,,
annotated,train,292,p2_2,400555,169.22000122070312,150,False,0,,
annotated,train,293,p2_2,416063,199.99000549316406,150,False,0,,
annotated,train,294,p2_2,423899,184.61000061035156,150,False,0,,
annotated,train,295,p2_2,430853,184.61000061035156,150,False,0,,
annotated,train,296,p2_2,437972,199.99000549316406,150,True,1,38.0,
annotated,train,297,p2_2,455780,207.67999267578125,150,False,0,,
annotated,train,298,p2_2,518372,153.83999633789062,150,False,0,,
annotated,train,299,p2_2,532619,169.22000122070312,150,False,0,,
annotated,train,300,p2_2,580460,161.52999877929688,150,False,0,,
annotated,train,301,p2_2,586797,184.61000061035156,150,False,0,,
annotated,train,302,p2_2,592113,184.61000061035156,150,False,0,,
annotated,train,303,p2_2,603219,169.22000122070312,150,False,0,,
annotated,train,304,p2_2,608850,169.22000122070312,150,False,0,,
annotated,train,305,p2_2,614701,192.3000030517578,150,False,0,,
annotated,train,306,p2_2,620710,169.22000122070312,150,False,0,,
annotated,train,307,p2_2,626195,176.91000366210938,150,False,0,,
annotated,train,308,p2_2,631593,169.22000122070312,150,False,0,,
annotated,train,309,p2_2,636369,192.3000030517578,150,False,0,,
annotated,train,310,p2_2,641140,176.91000366210938,150,False,0,,
annotated,train,311,p2_2,662768,184.61000061035156,150,False,0,,
annotated,train,312,p2_2,669176,100.0,150,False,0,,
annotated,train,313,p2_2,675207,169.22000122070312,150,False,0,,
annotated,train,314,p2_2,681068,169.22000122070312,150,False,0,,
annotated,train,315,p2_2,687223,184.61000061035156,150,False,0,,
annotated,train,316,p2_2,693662,176.91000366210938,150,False,0,,
annotated,train,317,p2_2,700073,169.22000122070312,150,False,0,,
annotated,train,318,p2_2,712114,169.22000122070312,150,False,0,,
annotated,train,319,p2_2,718446,161.52999877929688,150,False,0,,
annotated,train,320,p2_2,724158,169.22000122070312,150,False,0,,
annotated,train,321,p2_2,729469,176.91000366210938,150,False,0,,
annotated,train,322,p2_2,734940,176.91000366210938,150,False,0,,
annotated,train,323,p2_2,741120,176.91000366210938,150,False,0,,
annotated,train,324,p2_2,747071,184.61000061035156,150,False,0,,
annotated,train,325,p2_2,753253,192.3000030517578,150,False,0,,
annotated,train,326,p2_2,759119,184.61000061035156,150,False,0,,
annotated,train,327,p2_2,765789,215.3699951171875,150,False,0,,
annotated,train,328,p2_2,793565,169.22000122070312,150,False,0,,
annotated,train,329,p2_2,799502,169.22000122070312,150,False,0,,
annotated,train,330,p2_2,804984,184.61000061035156,150,False,0,,
annotated,train,331,p2_2,810226,169.22000122070312,150,False,0,,
annotated,train,332,p2_2,815654,161.52999877929688,150,False,0,,
annotated,train,333,p2_2,821236,161.52999877929688,150,False,0,,
annotated,train,334,p2_2,826724,169.22000122070312,150,False,0,,
annotated,train,335,p2_2,832356,176.91000366210938,150,False,0,,
annotated,train,336,p2_2,837749,169.22000122070312,150,False,0,,
annotated,train,337,p2_2,843057,169.22000122070312,150,False,0,,
annotated,train,338,p2_2,848651,161.52999877929688,150,True,2,25.0,
annotated,train,339,p2_2,854641,169.22000122070312,150,False,0,,
annotated,train,340,p2_2,859990,169.22000122070312,150,True,1,47.0,
annotated,train,341,p2_2,865232,169.22000122070312,150,True,1,46.0,
annotated,train,342,p2_2,870629,169.22000122070312,150,True,2,273.0,
annotated,train,343,p2_2,876418,169.22000122070312,150,False,0,,
annotated,train,344,p2_2,882404,184.61000061035156,150,False,0,,
annotated,train,345,p2_2,888193,207.67999267578125,150,False,0,,
annotated,train,346,p2_2,894068,199.99000549316406,150,False,0,,
annotated,train,347,p2_3,20069,182.67999267578125,150,False,0,,
annotated,train,348,p2_3,25608,186.1199951171875,150,False,0,,
annotated,train,349,p2_3,32721,197.07000732421875,150,False,0,,
annotated,train,350,p2_3,38592,186.1199951171875,150,False,0,,
annotated,train,351,p2_3,44687,208.02000427246094,150,False,0,,
annotated,train,352,p2_3,49849,197.07000732421875,150,False,0,,
annotated,train,353,p2_3,56728,213.5,150,False,0,,
annotated,train,354,p2_3,62411,208.02000427246094,150,False,0,,
annotated,train,355,p2_3,68041,189.57000732421875,150,False,0,,
annotated,train,356,p2_3,74849,177.33999633789062,150,False,0,,
annotated,train,357,p2_3,80559,195.67999267578125,150,False,0,,
annotated,train,358,p2_3,85572,195.67999267578125,150,False,0,,
annotated,train,359,p2_3,98241,189.57000732421875,150,True,1,474.0,
annotated,train,360,p2_3,104737,232.3699951171875,150,True,1,447.0,
annotated,train,361,p2_3,130900,207.91000366210938,150,False,0,,
annotated,train,362,p2_3,136611,207.91000366210938,150,False,0,,
annotated,train,363,p2_3,141886,130.75999450683594,150,False,0,,
annotated,train,364,p2_3,146856,207.67999267578125,150,False,0,,
annotated,train,365,p2_3,153032,199.99000549316406,150,False,0,,
annotated,train,366,p2_3,160092,192.3000030517578,150,False,0,,
annotated,train,367,p2_3,166076,199.99000549316406,150,False,0,,
annotated,train,368,p2_3,172212,192.3000030517578,150,False,0,,
annotated,train,369,p2_3,178313,192.3000030517578,150,False,0,,
annotated,train,370,p2_3,184152,192.3000030517578,150,False,0,,
annotated,train,371,p2_3,190019,184.61000061035156,150,False,0,,
annotated,train,372,p2_3,196340,184.61000061035156,150,False,0,,
annotated,train,373,p2_3,201430,207.67999267578125,150,True,1,34.0,
annotated,train,374,p2_3,207460,199.99000549316406,150,True,1,36.0,
annotated,train,375,p2_3,219410,223.07000732421875,150,True,2,259.0,
annotated,train,376,p2_3,225777,230.75999450683594,150,False,0,,
annotated,train,377,p2_3,232037,230.75999450683594,150,False,0,,
annotated,train,378,p2_3,238155,253.8300018310547,150,False,0,,
annotated,train,379,p2_3,277166,169.22000122070312,150,False,0,,
annotated,train,380,p2_3,283343,192.3000030517578,150,False,0,,
annotated,train,381,p2_3,289656,192.3000030517578,150,False,0,,
annotated,train,382,p2_3,295287,199.99000549316406,150,False,0,,
annotated,train,383,p2_3,300473,207.67999267578125,150,False,0,,
annotated,train,384,p2_3,306258,184.61000061035156,150,False,0,,
annotated,train,385,p2_3,311731,199.99000549316406,150,False,0,,
annotated,train,386,p2_3,317126,199.99000549316406,150,False,0,,
annotated,train,387,p2_3,322736,192.3000030517578,150,False,0,,
annotated,train,388,p2_3,329408,199.99000549316406,150,False,0,,
annotated,train,389,p2_3,335480,192.3000030517578,150,False,0,,
annotated,train,390,p2_3,341492,215.3699951171875,150,True,2,236.0,
annotated,train,391,p2_3,347361,192.3000030517578,150,False,0,,
annotated,train,392,p2_3,353750,215.3699951171875,150,True,1,479.0,
annotated,train,393,p2_3,360291,223.07000732421875,150,True,1,523.0,
annotated,train,394,p2_3,368436,192.3000030517578,150,False,0,,
annotated,train,395,p2_3,373996,215.3699951171875,150,False,0,,
annotated,train,396,p2_3,380384,215.3699951171875,150,False,0,,
annotated,train,397,p2_3,386210,215.3699951171875,150,True,1,493.0,
annotated,train,398,p7,9629,213.4499969482422,150,False,0,,
annotated,train,399,p7,15894,213.4499969482422,150,False,0,,
annotated,train,400,p7,89566,192.3000030517578,150,False,0,,
annotated,train,401,p7,95978,211.52999877929688,150,False,0,,
annotated,train,402,p7,110134,207.67999267578125,150,False,0,,
annotated,train,403,p7,116392,199.02999877929688,150,False,0,,
annotated,train,404,p7,122650,199.02999877929688,150,False,0,,
annotated,train,405,p7,129142,242.3000030517578,150,False,0,,
annotated,train,406,p7,135721,249.99000549316406,150,False,0,,
annotated,train,407,p7,142217,199.02999877929688,150,False,0,,
annotated,train,408,p7,199384,121.1500015258789,150,False,0,,
annotated,train,409,p7,265809,211.52999877929688,150,True,1,443.0,
annotated,train,410,p7,275970,173.07000732421875,150,True,1,438.0,
annotated,train,411,p7,286054,192.3000030517578,150,True,1,473.0,
annotated,train,412,p7,295044,211.52999877929688,150,True,1,429.0,
annotated,train,413,p7,304839,207.33999633789062,150,False,0,,
annotated,train,414,p7,313509,214.49000549316406,150,True,1,502.0,
annotated,train,415,p7,322563,235.94000244140625,150,True,1,391.0,
annotated,train,416,p7,331814,228.7899932861328,150,True,1,496.0,
annotated,train,417,p7,341404,235.94000244140625,150,True,1,390.0,
annotated,train,418,p7,350241,221.63999938964844,150,True,1,438.0,
annotated,train,419,p7,361814,228.7899932861328,150,True,1,420.0,
annotated,train,420,p7,371787,264.5400085449219,150,False,0,,
annotated,train,421,p7,454788,181.72000122070312,150,False,0,,
annotated,train,422,p7,459596,181.72000122070312,150,False,0,,
